ID,Arenas,Artist,Aspects,BackArt,BackText,Cost,DoubleSided,EpicAction,FoilPrice,FrontArt,FrontText,HP,Keywords,LowFoilPrice,LowPrice,MarketPrice,Name,Number,Power,Rarity,Set,Subtitle,Traits,Type,Unique,VariantType
SHD-102,Space,Christian Papazoglakis,Command;Heroism,,,5,False,,0.68,https://cdn.swu-db.com/images/cards/SHD/102.png,"Ambush 
When Played: Choose a card in your discard pile. Put it into play as a resource if it shares a name with a unit you control.",5,Ambush,0.25,0.15,0.45,The Marauder,102,4,Rare,SHD,Shuttling the Bad Batch,FRINGE;VEHICLE;TRANSPORT,Unit,True,Normal
SHD-371,Space,Christian Papazoglakis,Command;Heroism,,,5,False,,7.77,https://cdn.swu-db.com/images/cards/SHD/371.png,"Ambush 
When Played: Choose a card in your discard pile. Put it into play as a resource if it shares a name with a unit you control.",5,Ambush,6.11,3.00,4.61,The Marauder,371,4,Rare,SHD,Shuttling the Bad Batch,FRINGE;VEHICLE;TRANSPORT,Unit,True,Hyperspace
SHD-253,,Kyle Petchock,Heroism,,,2,False,,0.18,https://cdn.swu-db.com/images/cards/SHD/253.png,"Search the top 8 cards of your deck for up to 2 Mandalorian and/or upgrade cards, reveal them, and draw them. (Put the other cards on the bottom of your deck in a random order.)",,,0.09,0.05,0.09,This Is The Way,253,,Uncommon,SHD,,MANDALORIAN,Event,False,Normal
SHD-514,,Kyle Petchock,Heroism,,,2,False,,0.95,https://cdn.swu-db.com/images/cards/SHD/514.png,"Search the top 8 cards of your deck for up to 2 Mandalorian and/or upgrade cards, reveal them, and draw them. (Put the other cards on the bottom of your deck in a random order.)",,,0.55,0.19,0.41,This Is The Way,514,,Uncommon,SHD,,MANDALORIAN,Event,False,Hyperspace
SHD-129,,Denis Medri,Command,,,1,False,,0.19,https://cdn.swu-db.com/images/cards/SHD/129.png,"Play a unit from your hand. Give it Ambush for this phase. (When you play it, it may ready and attack an enemy unit.) 
Smuggle [C=2 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,0.01,0.06,0.17,Timely Intervention,129,,Common,SHD,,TACTIC,Event,False,Normal
SHD-398,,Denis Medri,Command,,,1,False,,5.12,https://cdn.swu-db.com/images/cards/SHD/398.png,"Play a unit from your hand. Give it Ambush for this phase. (When you play it, it may ready and attack an enemy unit.) 
Smuggle [C=2 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,4.50,2.79,2.94,Timely Intervention,398,,Common,SHD,,TACTIC,Event,False,Hyperspace
SHD-217,Ground,Afif Khaled,Cunning,,,4,False,,0.27,https://cdn.swu-db.com/images/cards/SHD/217.png,"When you play a non-unit card: You may exhaust a unit that costs the same as or less than the card you played. Use this ability only once each round. 
Smuggle [C=5 Vigilance]",5,Smuggle,0.14,0.07,0.21,Tobias Beckett,217,4,Rare,SHD,I Trust No One,UNDERWORLD,Unit,True,Normal
SHD-485,Ground,Afif Khaled,Cunning,,,4,False,,2.14,https://cdn.swu-db.com/images/cards/SHD/485.png,"When you play a non-unit card: You may exhaust a unit that costs the same as or less than the card you played. Use this ability only once each round. 
Smuggle [C=5 Vigilance]",5,Smuggle,1.32,0.48,0.86,Tobias Beckett,485,4,Rare,SHD,I Trust No One,UNDERWORLD,Unit,True,Hyperspace
SHD-071,,Amélie Hutt,Vigilance,,,1,False,,0.25,https://cdn.swu-db.com/images/cards/SHD/071.png,"Attached unit gains: ""Bounty - Heal 4 damage from a unit or base. If this unit is unique, heal 6 damage instead."" (When this unit is defeated or captured, its opponent collects its bounty.)",0,,0.10,0.03,0.12,Top Target,071,0,Uncommon,SHD,,BOUNTY;CONDITION,Upgrade,False,Normal
SHD-344,,Amélie Hutt,Vigilance,,,1,False,,3.56,https://cdn.swu-db.com/images/cards/SHD/344.png,"Attached unit gains: ""Bounty - Heal 4 damage from a unit or base. If this unit is unique, heal 6 damage instead."" (When this unit is defeated or captured, its opponent collects its bounty.)",0,,1.85,1.49,1.93,Top Target,344,0,Uncommon,SHD,,BOUNTY;CONDITION,Upgrade,False,Hyperspace
SHD-239,Ground,Amélie Hutt,Villainy,,,3,False,,0.23,https://cdn.swu-db.com/images/cards/SHD/239.png,"When you play another Bounty Hunter unit: You may deal 1 damage to it. If you do, ready this unit. Use this ability only once each round.",5,,0.07,0.04,0.12,Toro Calican,239,3,Uncommon,SHD,Ambitious Upstart,BOUNTY HUNTER,Unit,True,Normal
SHD-503,Ground,Amélie Hutt,Villainy,,,3,False,,2.58,https://cdn.swu-db.com/images/cards/SHD/503.png,"When you play another Bounty Hunter unit: You may deal 1 damage to it. If you do, ready this unit. Use this ability only once each round.",5,,1.00,0.49,1.01,Toro Calican,503,3,Uncommon,SHD,Ambitious Upstart,BOUNTY HUNTER,Unit,True,Hyperspace
SHD-140,Ground,Omercan Cirit,Aggression;Villainy,,,5,False,,0.12,https://cdn.swu-db.com/images/cards/SHD/140.png,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.) 
When Played: If an enemy unit has a Bounty, give an Experience token to this unit.",4,Overwhelm,0.04,0.01,0.05,Trandoshan Hunters,140,6,Common,SHD,,UNDERWORLD;BOUNTY HUNTER,Unit,False,Normal
SHD-409,Ground,Omercan Cirit,Aggression;Villainy,,,5,False,,0.23,https://cdn.swu-db.com/images/cards/SHD/409.png,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.) 
When Played: If an enemy unit has a Bounty, give an Experience token to this unit.",4,Overwhelm,0.15,0.10,0.12,Trandoshan Hunters,409,6,Common,SHD,,UNDERWORLD;BOUNTY HUNTER,Unit,False,Hyperspace
SHD-194,,Amad Mir,Cunning;Villainy,,,3,False,,5.61,https://cdn.swu-db.com/images/cards/SHD/194.png,Search the top 7 cards of your deck for a Vehicle and play it. (Put the other cards on the bottom of your deck in a random order.) It costs 5 less and enters play ready. Return it to its owner's hand at the end of the phase.,,,1.20,0.25,0.89,Triple Dark Raid,194,,Rare,SHD,,TACTIC,Event,False,Normal
SHD-463,,Amad Mir,Cunning;Villainy,,,3,False,,19.39,https://cdn.swu-db.com/images/cards/SHD/463.png,Search the top 7 cards of your deck for a Vehicle and play it. (Put the other cards on the bottom of your deck in a random order.) It costs 5 less and enters play ready. Return it to its owner's hand at the end of the phase.,,,17.50,8.98,12.24,Triple Dark Raid,463,,Rare,SHD,,TACTIC,Event,False,Hyperspace
SHD-259,Space,Christian Papazoglakis,,,,3,False,,0.08,https://cdn.swu-db.com/images/cards/SHD/259.png,"Restore 2 (When this unit attacks, heal 2 damage from your base.)",2,Restore,0.01,0.01,0.04,Twin Pod Cloud Car,259,2,Common,SHD,,FRINGE;VEHICLE;FIGHTER,Unit,False,Normal
SHD-520,Space,Christian Papazoglakis,,,,3,False,,0.23,https://cdn.swu-db.com/images/cards/SHD/520.png,"Restore 2 (When this unit attacks, heal 2 damage from your base.)",2,Restore,0.10,0.06,0.17,Twin Pod Cloud Car,520,2,Common,SHD,,FRINGE;VEHICLE;FIGHTER,Unit,False,Hyperspace
SHD-257,Ground,Felipe Goncalves,,,,2,False,,0.07,https://cdn.swu-db.com/images/cards/SHD/257.png,,3,,0.03,0.01,0.03,Underworld Thug,257,2,Common,SHD,,UNDERWORLD,Unit,False,Normal
SHD-518,Ground,Felipe Goncalves,,,,2,False,,0.18,https://cdn.swu-db.com/images/cards/SHD/518.png,,3,,0.07,0.03,0.16,Underworld Thug,518,2,Common,SHD,,UNDERWORLD,Unit,False,Hyperspace
SHD-076,,Alex Chen,Vigilance,,,1,False,,0.19,https://cdn.swu-db.com/images/cards/SHD/076.png,Exhaust a unit. You may rescue a captured card guarded by that unit.,,,0.08,0.01,0.08,Unexpected Escape,076,,Uncommon,SHD,,TRICK,Event,False,Normal
SHD-349,,Alex Chen,Vigilance,,,1,False,,0.67,https://cdn.swu-db.com/images/cards/SHD/349.png,Exhaust a unit. You may rescue a captured card guarded by that unit.,,,0.30,0.20,0.35,Unexpected Escape,349,,Uncommon,SHD,,TRICK,Event,False,Hyperspace
SHD-165,Space,Fernando Correa,Aggression,,,3,False,,0.16,https://cdn.swu-db.com/images/cards/SHD/165.png,"Saboteur 
While this unit is exhausted, it gains: ""Bounty - Heal 5 damage from your base."" (When this unit is defeated or captured, your opponent collects its bounty.)",2,Bounty;Saboteur,0.05,0.01,0.08,Unlicensed Headhunter,165,3,Uncommon,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Normal
SHD-434,Space,Fernando Correa,Aggression,,,3,False,,0.73,https://cdn.swu-db.com/images/cards/SHD/434.png,"Saboteur 
While this unit is exhausted, it gains: ""Bounty - Heal 5 damage from your base."" (When this unit is defeated or captured, your opponent collects its bounty.)",2,Bounty;Saboteur,0.30,0.15,0.29,Unlicensed Headhunter,434,3,Uncommon,SHD,,UNDERWORLD;VEHICLE;FIGHTER,Unit,False,Hyperspace
SHD-226,,Denis Medri,Cunning,,,2,False,,0.26,https://cdn.swu-db.com/images/cards/SHD/226.png,"Attach to a non-leader unit. 
Attached unit gains: ""BOUNTY - Play this unit for free (under your control). It enters play ready. At the start of the regroup phase, defeat it.""",0,,0.18,0.05,0.23,Unrefusable Offer,226,0,Rare,SHD,,BOUNTY;CONDITION,Upgrade,False,Normal
SHD-493,,Denis Medri,Cunning,,,2,False,,1.69,https://cdn.swu-db.com/images/cards/SHD/493.png,"Attach to a non-leader unit. 
Attached unit gains: ""BOUNTY - Play this unit for free (under your control). It enters play ready. At the start of the regroup phase, defeat it.""",0,,1.45,0.69,0.88,Unrefusable Offer,493,0,Rare,SHD,,BOUNTY;CONDITION,Upgrade,True,Hyperspace
SHD-058,Ground,Kyle Petchock,Vigilance,,,2,False,,0.54,https://cdn.swu-db.com/images/cards/SHD/058.png,"Bounty - Deal 3 damage to a unit. 
When Defeated: Give 2 Experience tokens to a friendly unit. (The active player chooses the order of Val's abilities.)",4,Bounty,0.25,0.05,0.35,Val,058,2,Rare,SHD,Loyal to the End,UNDERWORLD,Unit,True,Normal
SHD-333,Ground,Kyle Petchock,Vigilance,,,2,False,,3.09,https://cdn.swu-db.com/images/cards/SHD/333.png,"Bounty - Deal 3 damage to a unit. 
When Defeated: Give 2 Experience tokens to a friendly unit. (The active player chooses the order of Val's abilities.)",4,Bounty,2.70,1.99,2.99,Val,333,2,Rare,SHD,Loyal to the End,UNDERWORLD,Unit,True,Hyperspace
SHD-151,Space,Christian Papazoglakis,Aggression;Heroism,,,4,False,,0.17,https://cdn.swu-db.com/images/cards/SHD/151.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.) 
On Attack: If the defending player controls more resources than you, this unit gets +2/+0 for this attack.",4,Saboteur,0.09,0.02,0.08,Valiant Assault Ship,151,3,Uncommon,SHD,,FRINGE;VEHICLE;TRANSPORT,Unit,False,Normal
SHD-420,Space,Christian Papazoglakis,Aggression;Heroism,,,4,False,,0.88,https://cdn.swu-db.com/images/cards/SHD/420.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.) 
On Attack: If the defending player controls more resources than you, this unit gets +2/+0 for this attack.",4,Saboteur,0.39,0.05,0.28,Valiant Assault Ship,420,3,Uncommon,SHD,,FRINGE;VEHICLE;TRANSPORT,Unit,False,Hyperspace
SHD-177,,Arthur Mougne,Aggression,,,3,False,,1.13,https://cdn.swu-db.com/images/cards/SHD/177.png,"Attach to a non-Vehicle unit. 
Attached unit gains: ""On Attack: You may deal 3 damage divided as you choose among enemy ground units.""",1,,0.68,0.23,0.58,Vambrace Flamethrower,177,1,Rare,SHD,,ITEM;ARMOR;WEAPON,Upgrade,False,Normal
SHD-446,,Arthur Mougne,Aggression,,,3,False,,8.70,https://cdn.swu-db.com/images/cards/SHD/446.png,"Attach to a non-Vehicle unit. 
Attached unit gains: ""On Attack: You may deal 3 damage divided as you choose among enemy ground units.""",1,,7.00,2.74,3.15,Vambrace Flamethrower,446,1,Rare,SHD,,ITEM;ARMOR;WEAPON,Upgrade,False,Hyperspace
SHD-074,,Arthur Mougne,Vigilance,,,2,False,,0.10,https://cdn.swu-db.com/images/cards/SHD/074.png,"Attach to a non-Vehicle unit. 
Attached unit gains: ""On Attack: Exhaust the defender.""",2,,0.02,0.01,0.08,Vambrace Grappleshot,074,2,Common,SHD,,ITEM;ARMOR;WEAPON,Upgrade,False,Normal
SHD-347,,Arthur Mougne,Vigilance,,,2,False,,0.36,https://cdn.swu-db.com/images/cards/SHD/347.png,"Attach to a non-Vehicle unit. 
Attached unit gains: ""On Attack: Exhaust the defender.""",2,,0.19,0.09,0.17,Vambrace Grappleshot,347,2,Common,SHD,,ITEM;ARMOR;WEAPON,Upgrade,False,Hyperspace
SHD-065,Space,Fernando Correa,Vigilance,,,5,False,,0.19,https://cdn.swu-db.com/images/cards/SHD/065.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
Smuggle [C=7 Vigilance] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",5,Sentinel;Smuggle,0.05,0.01,0.05,Vigilant Pursuit Craft,065,3,Common,SHD,,VEHICLE;TRANSPORT,Unit,False,Normal
SHD-339,Space,Fernando Correa,Vigilance,,,5,False,,0.40,https://cdn.swu-db.com/images/cards/SHD/339.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
Smuggle [C=7 Vigilance] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",5,Sentinel;Smuggle,0.10,0.05,0.14,Vigilant Pursuit Craft,339,3,Common,SHD,,VEHICLE;TRANSPORT,Unit,False,Hyperspace
SHD-043,Ground,Ario Murti,Vigilance;Heroism,,,3,False,,0.21,https://cdn.swu-db.com/images/cards/SHD/043.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
Shielded (When you play this unit, give a Shield token to it.)",3,Sentinel;Shielded,0.09,0.01,0.09,Village Protectors,043,2,Common,SHD,,FRINGE,Unit,False,Normal
SHD-319,Ground,Ario Murti,Vigilance;Heroism,,,3,False,,3.87,https://cdn.swu-db.com/images/cards/SHD/319.png,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) 
Shielded (When you play this unit, give a Shield token to it.)",3,Sentinel;Shielded,3.23,0.25,1.09,Village Protectors,319,2,Common,SHD,,FRINGE,Unit,False,Hyperspace
SHD-221,,Ario Murti,Cunning,,,0,False,,0.09,https://cdn.swu-db.com/images/cards/SHD/221.png,"Attached unit gains: ""Bounty - Ready 2 friendly resources."" (When this unit is defeated or captured, its opponent collects its bounty.)",0,,0.01,0.01,0.06,Wanted,221,0,Common,SHD,,BOUNTY;CONDITION,Upgrade,False,Normal
SHD-489,,Ario Murti,Cunning,,,0,False,,0.24,https://cdn.swu-db.com/images/cards/SHD/489.png,"Attached unit gains: ""Bounty - Ready 2 friendly resources."" (When this unit is defeated or captured, its opponent collects its bounty.)",0,,0.08,0.02,0.16,Wanted,489,0,Common,SHD,,BOUNTY;CONDITION,Upgrade,False,Hyperspace
SHD-167,Ground,Denis Medri,Aggression,,,3,False,,0.13,https://cdn.swu-db.com/images/cards/SHD/167.png,"Bounty - Deal 2 damage to a unit. (When this unit is defeated or captured, your opponent collects its bounty.)",4,Bounty,0.04,0.01,0.03,Wanted Insurgents,167,4,Common,SHD,,REBEL,Unit,False,Normal
SHD-436,Ground,Denis Medri,Aggression,,,3,False,,0.30,https://cdn.swu-db.com/images/cards/SHD/436.png,"Bounty - Deal 2 damage to a unit. (When this unit is defeated or captured, your opponent collects its bounty.)",4,Bounty,0.10,0.05,0.10,Wanted Insurgents,436,4,Common,SHD,,REBEL,Unit,False,Hyperspace
SHD-086,Ground,Omercan Cirit,Command;Villainy,,,3,False,,0.10,https://cdn.swu-db.com/images/cards/SHD/086.png,"While you have the initiative, this unit gets +2/+0. 
Smuggle [C=4 Command Villainy] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",3,Smuggle,0.04,0.01,0.04,Warbird Stowaway,086,2,Common,SHD,,UNDERWORLD,Unit,False,Normal
SHD-355,Ground,Omercan Cirit,Command;Villainy,,,3,False,,0.26,https://cdn.swu-db.com/images/cards/SHD/355.png,"While you have the initiative, this unit gets +2/+0. 
Smuggle [C=4 Command Villainy] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",3,Smuggle,0.15,0.02,0.11,Warbird Stowaway,355,2,Common,SHD,,UNDERWORLD,Unit,False,Hyperspace
SHD-110,Ground,Amad Mir,Command,,,1,False,,0.09,https://cdn.swu-db.com/images/cards/SHD/110.png,,2,,0.05,0.01,0.04,Warzone Lieutenant,110,2,Common,SHD,,TROOPER,Unit,False,Normal
SHD-379,Ground,Amad Mir,Command,,,1,False,,0.21,https://cdn.swu-db.com/images/cards/SHD/379.png,,2,,0.10,0.07,0.12,Warzone Lieutenant,379,2,Common,SHD,,TROOPER,Unit,False,Hyperspace
SHD-119,Ground,Eslam AboShady,Command,,,4,False,,0.12,https://cdn.swu-db.com/images/cards/SHD/119.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.) 
Smuggle [C=5 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",3,Ambush;Smuggle,0.02,0.01,0.05,Weequay Pirate Gang,119,3,Common,SHD,,UNDERWORLD,Unit,False,Normal
SHD-388,Ground,Eslam AboShady,Command,,,4,False,,0.28,https://cdn.swu-db.com/images/cards/SHD/388.png,"Ambush (When you play this unit, it may ready and attack an enemy unit.) 
Smuggle [C=5 Command] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",3,Ambush;Smuggle,0.15,0.10,0.11,Weequay Pirate Gang,388,3,Common,SHD,,UNDERWORLD,Unit,False,Hyperspace
SHD-158,Ground,David Nash,Aggression;Aggression,,,6,False,,0.42,https://cdn.swu-db.com/images/cards/SHD/158.png,"Overwhelm 
When Played: Deal 2 damage to each other ground unit.",8,Overwhelm,0.14,0.14,0.24,Wild Rancor,158,6,Rare,SHD,,CREATURE,Unit,False,Normal
SHD-427,Ground,David Nash,Aggression;Aggression,,,6,False,,4.74,https://cdn.swu-db.com/images/cards/SHD/427.png,"Overwhelm 
When Played: Deal 2 damage to each other ground unit.",8,Overwhelm,3.00,0.90,1.48,Wild Rancor,427,6,Rare,SHD,,CREATURE,Unit,False,Hyperspace
SHD-249,Ground,Aitor Prieto,Heroism,,,4,False,,0.11,https://cdn.swu-db.com/images/cards/SHD/249.png,"Grit (This unit gets +1/+0 for each damage on it.) 
When Played: If you control another Wookiee unit, draw a card.",5,Grit,0.01,0.01,0.06,Wookiee Warrior,249,2,Common,SHD,,WOOKIEE,Unit,False,Normal
SHD-511,Ground,Aitor Prieto,Heroism,,,4,False,,0.41,https://cdn.swu-db.com/images/cards/SHD/511.png,"Grit (This unit gets +1/+0 for each damage on it.) 
When Played: If you control another Wookiee unit, draw a card.",5,Grit,0.15,0.05,0.16,Wookiee Warrior,511,2,Common,SHD,,WOOKIEE,Unit,False,Hyperspace
SHD-154,Ground,Stefano Landini,Aggression;Heroism,,,6,False,,2.10,https://cdn.swu-db.com/images/cards/SHD/154.png,"Overwhelm 
When Played: You may defeat a friendly resource. If you do, deal 5 damage to a ground unit.",6,Overwhelm,1.48,1.19,1.81,Wrecker,154,7,Rare,SHD,Boom!,FRINGE;CLONE,Unit,True,Normal
SHD-423,Ground,Stefano Landini,Aggression;Heroism,,,6,False,,22.62,https://cdn.swu-db.com/images/cards/SHD/423.png,"Overwhelm 
When Played: You may defeat a friendly resource. If you do, deal 5 damage to a ground unit.",6,Overwhelm,12.00,9.98,12.66,Wrecker,423,7,Rare,SHD,Boom!,FRINGE;CLONE,Unit,True,Hyperspace
SHD-061,Ground,Joshua Carson,Vigilance,,,3,False,,0.13,https://cdn.swu-db.com/images/cards/SHD/061.png,Grit (This unit gets +1/+0 for each damage on it.),4,Grit,0.09,0.01,0.06,Wroshyr Tree Tender,061,2,Common,SHD,,WOOKIEE,Unit,False,Normal
SHD-336,Ground,Joshua Carson,Vigilance,,,3,False,,0.38,https://cdn.swu-db.com/images/cards/SHD/336.png,Grit (This unit gets +1/+0 for each damage on it.),4,Grit,0.14,0.05,0.13,Wroshyr Tree Tender,336,2,Common,SHD,,WOOKIEE,Unit,False,Hyperspace
SHD-191,Space,André Mealha,Cunning;Villainy,,,6,False,,0.52,https://cdn.swu-db.com/images/cards/SHD/191.png,"Raid 2 
When Played/On Attack: You may return another friendly non-leader Underworld unit to its owner's hand. if you do, exhaust an enemy unit or resource.",6,Raid,0.30,0.05,0.32,Xanadu Blood,191,4,Rare,SHD,Cad Bane's Reward,UNDERWORLD;VEHICLE;FIGHTER,Unit,True,Normal
SHD-460,Space,André Mealha,Cunning;Villainy,,,6,False,,5.95,https://cdn.swu-db.com/images/cards/SHD/460.png,"Raid 2 
When Played/On Attack: You may return another friendly non-leader Underworld unit to its owner's hand. if you do, exhaust an enemy unit or resource.",6,Raid,4.01,1.99,2.65,Xanadu Blood,460,4,Rare,SHD,Cad Bane's Reward,UNDERWORLD;VEHICLE;FIGHTER,Unit,True,Hyperspace
SHD-203,Ground,Guillaume Ospital,Cunning;Heroism,,,5,False,,0.24,https://cdn.swu-db.com/images/cards/SHD/203.png,"On Attack: Draw a card. At the start of the regroup phase, discard a card from your hand. 
Smuggle [C=6 Cunning Heroism]",7,Smuggle,0.15,0.09,0.19,Zorii Bliss,203,4,Rare,SHD,Valiant Smuggler,UNDERWORLD,Unit,True,Normal
SHD-471,Ground,Guillaume Ospital,Cunning;Heroism,,,5,False,,4.08,https://cdn.swu-db.com/images/cards/SHD/471.png,"On Attack: Draw a card. At the start of the regroup phase, discard a card from your hand. 
Smuggle [C=6 Cunning Heroism]",7,Smuggle,3.70,1.50,2.52,Zorii Bliss,471,4,Rare,SHD,Valiant Smuggler,UNDERWORLD,Unit,True,Hyperspace
SHD-190,Ground,Joshua Carson,Cunning;Villainy,,,5,False,,0.29,https://cdn.swu-db.com/images/cards/SHD/190.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.) 
Each friendly unit named 4-LOM gets +1/+1 and gains Saboteur.",6,Saboteur,0.20,0.10,0.21,Zuckuss,190,6,Uncommon,SHD,Bounty Hunter for Hire,UNDERWORLD;BOUNTY HUNTER,Unit,True,Normal
SHD-459,Ground,Joshua Carson,Cunning;Villainy,,,5,False,,3.83,https://cdn.swu-db.com/images/cards/SHD/459.png,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.) 
Each friendly unit named 4-LOM gets +1/+1 and gains Saboteur.",6,Saboteur,3.03,3.12,3.71,Zuckuss,459,6,Uncommon,SHD,Bounty Hunter for Hire,UNDERWORLD;BOUNTY HUNTER,Unit,True,Hyperspace
SOR-059,Ground,Hoan Nguyen,Vigilance,,,1,False,,0.10,https://cdn.swu-db.com/images/cards/SOR/059.png,On Attack: You may heal 2 damage from another unit.,3,,0.01,0.01,0.06,2-1B Surgical Droid,059,1,Common,SOR,,DROID,Unit,False,Normal
SOR-324,Ground,Hoan Nguyen,Vigilance,,,1,False,,0.31,https://cdn.swu-db.com/images/cards/SOR/324.png,On Attack: You may heal 2 damage from another unit.,3,,0.19,0.05,0.18,2-1B Surgical Droid,324,1,Common,SOR,,DROID,Unit,False,Hyperspace
SOR-118,Ground,Eslam Aboshady,Command,,,7,False,,0.20,https://cdn.swu-db.com/images/cards/SOR/118.png,This unit gets +1/+1 for each resource you control.,0,,0.08,0.01,0.10,97th Legion,118,0,Uncommon,SOR,Keeping the Peace on Sullust,IMPERIAL;TROOPER,Unit,True,Normal
SOR-382,Ground,Eslam Aboshady,Command,,,7,False,,0.85,https://cdn.swu-db.com/images/cards/SOR/382.png,This unit gets +1/+1 for each resource you control.,0,,0.40,0.23,0.27,97th Legion,382,0,Uncommon,SOR,Keeping the Peace on Sullust,IMPERIAL;TROOPER,Unit,True,Hyperspace
SOR-039,Ground,Christian Papazoglakis,Vigilance;Villainy,,,8,False,,0.17,https://cdn.swu-db.com/images/cards/SOR/039.png,When Played: Exhaust all ground units.,8,,0.05,0.04,0.13,AT-AT Suppressor,039,8,Uncommon,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Normal
SOR-305,Ground,Christian Papazoglakis,Vigilance;Villainy,,,8,False,,0.81,https://cdn.swu-db.com/images/cards/SOR/305.png,When Played: Exhaust all ground units.,8,,0.24,0.20,0.40,AT-AT Suppressor,305,8,Uncommon,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Hyperspace
SOR-232,Ground,Stephen Zavala,Villainy,,,6,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/232.png,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.)",7,Overwhelm,0.05,0.03,0.06,AT-ST,232,6,Common,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Normal
SOR-493,Ground,Stephen Zavala,Villainy,,,6,False,,0.31,https://cdn.swu-db.com/images/cards/SOR/493.png,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.)",7,Overwhelm,0.23,0.11,0.20,AT-ST,493,6,Common,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Hyperspace
SOR-037,Ground,Ario Murti,Vigilance;Villainy,,,6,False,,0.14,https://cdn.swu-db.com/images/cards/SOR/037.png,"SENTINEL (Units in this arena can't attack your non-Sentinel units or your base.) 
When Played: Give an Experience token to each friendly damaged unit.",5,Sentinel,0.01,0.01,0.06,Academy Defense Walker,037,5,Common,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Normal
SOR-303,Ground,Ario Murti,Vigilance;Villainy,,,6,False,,0.35,https://cdn.swu-db.com/images/cards/SOR/303.png,"SENTINEL (Units in this arena can't attack your non-Sentinel units or your base.) 
When Played: Give an Experience token to each friendly damaged unit.",5,Sentinel,0.09,0.05,0.20,Academy Defense Walker,303,5,Common,SOR,,IMPERIAL;VEHICLE;WALKER,Unit,False,Hyperspace
SOR-120,,David Buisan,Command,,,2,False,,0.09,https://cdn.swu-db.com/images/cards/SOR/120.png,,2,,0.04,0.01,0.07,Academy Training,120,2,Common,SOR,,LEARNED,Upgrade,False,Normal
SOR-384,,David Buisan,Command,,,2,False,,0.21,https://cdn.swu-db.com/images/cards/SOR/384.png,,2,,0.15,0.09,0.15,Academy Training,384,2,Common,SOR,,LEARNED,Upgrade,False,Hyperspace
SOR-029,,Tyler Edlin,Cunning,,,,False,,,https://cdn.swu-db.com/images/cards/SOR/029.png,,30,,,0.02,0.08,Administrator's Tower,029,,Common,SOR,Cloud City,,Base,False,Normal
SOR-295,,Tyler Edlin,Cunning,,,,False,,,https://cdn.swu-db.com/images/cards/SOR/295.png,,30,,,0.23,0.26,Administrator's Tower,295,,Common,SOR,Cloud City,,Base,False,Hyperspace
SOR-097,Ground,Luke Harrington,Command;Heroism,,,3,False,,0.84,https://cdn.swu-db.com/images/cards/SOR/097.png,"Restore 1 (When this unit attacks, heal 1 damage from your base.)
When Played: You may deal damage to a unit equal to the number of units you control in its arena.",4,Restore,0.43,0.16,0.45,Admiral Ackbar,097,1,Rare,SOR,Brilliant Strategist,REBEL;OFFICIAL,Unit,True,Normal
SOR-361,Ground,Luke Harrington,Command;Heroism,,,3,False,,6.46,https://cdn.swu-db.com/images/cards/SOR/361.png,"Restore 1 (When this unit attacks, heal 1 damage from your base.)
When Played: You may deal damage to a unit equal to the number of units you control in its arena.",4,Restore,4.72,2.50,3.28,Admiral Ackbar,361,1,Rare,SOR,Brilliant Strategist,REBEL;OFFICIAL,Unit,True,Hyperspace
